taxi_zone,time_stamp,time_interval,arr_weekday,arr_weekend,avg_weekday,avg_weekend,prob_pu_weekday,prob_pu_weekend,c_pu_weekday,c_pu_weekend
194,39,19:00:00,3.1,8.7,3.1,8.7,0.9549507976064422,0.9998334141890124,62.0,87.0
194,40,19:30:00,2.5,7.437919921875002,2.5,5.4,0.9179150013761012,0.9994114919319693,50.0,74.37919921875002
194,41,20:00:00,2.55,10.503979492187515,2.55,4.4,0.9219183339988468,0.9999725729139857,51.0,105.03979492187514
194,42,20:30:00,2.1,6.231005859375001,2.1,3.3,0.8775435717470181,0.9980325280990486,42.0,62.310058593750014
194,43,21:00:00,3.3267480468749997,9.668627929687514,1.55,3.0,0.9640903079675384,0.9999367634391547,66.53496093749999,96.68627929687514
194,44,21:30:00,3.0181054687499955,3.869531250000004,0.95,2.0,0.9511062385695743,0.9791318509221902,60.36210937499991,38.69531250000004
194,45,22:00:00,1.6781982421875024,4.417314453125009,0.75,1.4,0.8132899204956181,0.9879334057850808,33.56396484375005,44.17314453125009
194,46,22:30:00,2.0734863281250027,3.365195312500006,0.75,1.4,0.8742533773635763,0.9654447336165939,41.46972656250006,33.651953125000055
194,47,23:00:00,1.8984375000000053,1.9799218750000045,0.4,0.8,0.8501974971358192,0.861919975608578,37.96875000000011,19.799218750000044
194,48,23:30:00,1.5850097656250028,2.1896875000000042,0.55,0.7,0.7950542083167228,0.8880482719334744,31.700195312500057,21.896875000000044
195,1,00:00:00,1.5850097656250028,2.089233398437501,0.55,1.5,0.7950542083167228,0.876218009077576,31.700195312500057,20.892333984375007
195,2,00:30:00,1.2804687500000018,2.73773193359375,0.5,2.5,0.722092998990076,0.9352830370675975,25.609375000000036,27.3773193359375
195,3,01:00:00,1.9799218750000058,3.544189453125001,0.4,3.0,0.8619199756085782,0.9711079686328477,39.59843750000012,35.44189453125001
195,4,01:30:00,1.9375781250000075,2.9999853515625,0.1,2.1,0.8559475954322792,0.9502122023240351,38.75156250000015,29.999853515625002
195,5,02:00:00,1.3667968750000035,3.5966137695312517,0.4,2.3,0.745077799129492,0.9725835962997567,27.33593750000007,35.96613769531252
195,6,02:30:00,0.0,2.416552734375002,0.0,1.5,0.0,0.910771317141517,0.0,24.16552734375002
195,7,03:00:00,1.55466796875,3.536835937500001,0.15,1.2,0.7887404842417749,0.9708947275538505,31.093359375,35.36835937500001
195,8,03:30:00,0.0,2.2682324218750045,0.0,0.7,0.0,0.8965050460814098,0.0,22.682324218750047
195,9,04:00:00,1.000000000000004,1.6832031250000026,0.05,0.5,0.6321205588285592,0.814222048023203,20.000000000000078,16.832031250000025
195,10,04:30:00,2.6639062499999997,1.3954687500000036,0.15,0.4,0.9303244805281493,0.7522831081450725,53.278124999999996,13.954687500000036
195,11,05:00:00,1.9375781250000075,3.1142968750000097,0.1,0.4,0.8559475954322792,0.9555902782420732,38.75156250000015,31.142968750000097
195,12,05:30:00,0.0,1.9375781250000061,0.0,0.2,0.0,0.8559475954322789,0.0,19.37578125000006
195,13,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,14,06:30:00,1.4335644531250034,3.4427734375000068,0.35,0.5,0.7615425647477098,0.9680241208667139,28.671289062500065,34.42773437500007
195,15,07:00:00,1.55466796875,17.999999999999954,0.15,1.8,0.7887404842417749,0.9999999847700203,31.093359375,179.99999999999955
195,16,07:30:00,1.3076171875000016,3.6,0.5,3.6,0.7295362464119033,0.9726762775527075,26.152343750000032,36.0
195,17,08:00:00,1.8305761718750038,5.0,0.55,5.0,0.8396788313894922,0.9932620530009145,36.611523437500075,50.0
195,18,08:30:00,1.5599609375000023,3.7,0.7,3.7,0.7898557201986313,0.9752764735296606,31.199218750000046,37.0
195,19,09:00:00,1.690039062499998,4.4,0.85,4.4,0.8154876836601409,0.9877226600969315,33.80078124999996,44.0
195,20,09:30:00,1.8804589843749975,4.2,0.85,4.2,0.8474799146470728,0.9850044231795223,37.609179687499946,42.0
195,21,10:00:00,1.7990332031249963,3.5,0.45,3.5,0.8345412240528164,0.9698026165776815,35.980664062499926,35.0
195,22,10:30:00,1.9696289062500032,6.1,0.5,6.1,0.8604913826136839,0.9977571322805142,39.392578125000064,61.0
195,23,11:00:00,1.7990332031249963,6.2,0.45,6.2,0.8345412240528164,0.9979705693637043,35.980664062499926,62.0
195,24,11:30:00,1.3954687500000045,4.1,0.2,4.1,0.7522831081450727,0.9834273245982388,27.90937500000009,41.0
195,25,12:00:00,1.9799218750000045,2.5410937500000017,0.8,1.3,0.861919975608578,0.9212198131777845,39.59843750000009,25.410937500000017
195,26,12:30:00,1.9835937500000032,2.0981103515625037,0.5,1.1,0.8624260584929825,0.8773119533789862,39.671875000000064,20.981103515625037
195,27,13:00:00,2.35447265625,2.1207519531250014,0.6,1.3,0.9050564387709351,0.8800585957202537,47.089453125,21.207519531250014
195,28,13:30:00,1.530234375,3.601171875000005,0.3,1.5,0.783515077284155,0.9727082787855659,30.6046875,36.01171875000005
